blender_2,49;001;58,365535189
blender_2,49;002;29,873525254
blender_2,49;003;20,383068888
blender_2,49;004;15,709592252
blender_2,49;005;12,714322553
blender_2,49;006;10,905627046
blender_2,49;007;9,718369385
blender_2,49;008;8,703842556
blender_2,49;009;7,731850922
blender_2,49;010;7,811337621
blender_2,49;011;6,754544929
blender_2,49;012;6,294503384
blender_2,49;013;5,759555908
blender_2,49;014;5,766977194
blender_2,49;015;5,568822039
blender_2,49;016;5,996523452
blender_2,49;017;5,237574461
blender_2,49;018;4,768003919
blender_2,49;019;4,816435155
blender_2,49;020;4,812658054
blender_2,49;021;4,770640961
blender_2,49;022;4,712945682
blender_2,49;023;4,42934119
blender_2,49;024;3,926998185
blender_2,49;025;3,854613738
blender_2,49;026;4,471661629
blender_2,49;027;4,544370385
blender_2,49;028;3,941333975
blender_2,49;029;4,088009068
blender_2,49;030;4,35204909
blender_2,49;031;4,395583109
blender_2,49;032;3,824096233
blender_2,49;033;4,433208666
blender_2,49;034;4,391195668
blender_2,49;035;4,133272278
blender_2,49;036;4,256881007
blender_2,49;037;3,427194994
blender_2,49;038;4,100538928
blender_2,49;039;4,187403805
blender_2,49;040;3,471088469
blender_2,49;041;4,152458801
blender_2,49;042;4,119523447
blender_2,49;043;4,07879689
blender_2,49;044;3,991251749
blender_2,49;045;4,04603458
blender_2,49;046;3,390980932
blender_2,49;047;4,041835574
blender_2,49;048;4,026657188
blender_2,49;049;4,109696054
blender_2,49;050;4,053066813
blender_2,49;051;4,102131926
blender_2,49;052;4,11087732
blender_2,49;053;4,076352387
blender_2,49;054;4,022833404
blender_2,49;055;4,094364609
blender_2,49;056;3,333172434
blender_2,49;057;4,115605166
blender_2,49;058;4,240633663
blender_2,49;059;4,250851384
blender_2,49;060;4,536225873
blender_2,49;061;4,164311912
blender_2,49;062;4,170718366
blender_2,49;063;4,377160614
blender_2,49;064;4,202500476
blender_2,49;065;4,469483909
blender_2,49;066;4,440564461
blender_2,49;067;4,255787371
blender_2,49;068;4,543524158
blender_2,49;069;4,435519566
blender_2,49;070;4,440928624
blender_2,49;071;4,603040801
blender_2,49;072;4,724765898
blender_2,49;073;4,697127716
blender_2,49;074;4,546345852
blender_2,49;075;5,084318848
blender_2,49;076;4,563643514
blender_2,49;077;4,933802153
blender_2,49;078;4,772383281
blender_2,49;079;4,901935893
blender_2,49;080;4,907366763
blender_2,49;081;5,492012751
blender_2,49;082;4,935912281
blender_2,49;083;4,347133586
blender_2,49;084;4,955617301
blender_2,49;085;5,026807217
blender_2,49;086;5,158056184
blender_2,49;087;5,172222198
blender_2,49;088;5,278286222
blender_2,49;089;4,468357107
blender_2,49;090;5,425917957
blender_2,49;091;5,360193386
blender_2,49;092;5,13515167
blender_2,49;093;5,289391272
blender_2,49;094;5,276584853
blender_2,49;095;5,160337315
blender_2,49;096;5,384097459
blender_2,49;097;5,252651579
blender_2,49;098;5,154418125
blender_2,49;099;5,825225835
blender_2,49;100;5,482414865
blender_2,49;101;5,682763664
blender_2,49;102;5,225124701
blender_2,49;103;5,336376415
blender_2,49;104;5,808010906
blender_2,49;105;6,303148833
blender_2,49;106;4,490939382
blender_2,49;107;6,003671765
blender_2,49;108;4,680548069
blender_2,49;109;5,446813558
blender_2,49;110;5,632869875
blender_2,49;111;6,010623171
blender_2,49;112;6,132471198
blender_2,49;113;5,563964414
blender_2,49;114;6,499995932
blender_2,49;115;5,554959002
blender_2,49;116;6,143339516
blender_2,49;117;5,036060013
blender_2,49;118;4,80975274
blender_2,49;119;5,791653658
blender_2,49_recurse;001;58,36076715
blender_2,49_recurse;002;29,865391644
blender_2,49_recurse;003;20,383504869
blender_2,49_recurse;004;15,698188601
blender_2,49_recurse;005;13,163842042
blender_2,49_recurse;006;10,895195318
blender_2,49_recurse;007;9,683422504
blender_2,49_recurse;008;8,721270406
blender_2,49_recurse;009;8,822588143
blender_2,49_recurse;010;7,244728757
blender_2,49_recurse;011;7,188943835
blender_2,49_recurse;012;6,613780529
blender_2,49_recurse;013;6,185044431
blender_2,49_recurse;014;5,715734648
blender_2,49_recurse;015;5,301038603
blender_2,49_recurse;016;5,644842001
blender_2,49_recurse;017;4,799755749
blender_2,49_recurse;018;5,153757249
blender_2,49_recurse;019;4,86175871
blender_2,49_recurse;020;4,325941768
blender_2,49_recurse;021;4,780298437
blender_2,49_recurse;022;4,688166501
blender_2,49_recurse;023;4,725748191
blender_2,49_recurse;024;3,911691633
blender_2,49_recurse;025;3,823892888
blender_2,49_recurse;026;4,614421146
blender_2,49_recurse;027;4,369434356
blender_2,49_recurse;028;4,435209547
blender_2,49_recurse;029;4,464067666
blender_2,49_recurse;030;4,395175165
blender_2,49_recurse;031;4,430624602
blender_2,49_recurse;032;4,365160296
blender_2,49_recurse;033;4,359853432
blender_2,49_recurse;034;4,543482738
blender_2,49_recurse;035;4,176476168
blender_2,49_recurse;036;4,253647597
blender_2,49_recurse;037;4,034760362
blender_2,49_recurse;038;3,533441809
blender_2,49_recurse;039;4,051408285
blender_2,49_recurse;040;4,051207022
blender_2,49_recurse;041;4,048765864
blender_2,49_recurse;042;4,191290669
blender_2,49_recurse;043;4,084330049
blender_2,49_recurse;044;4,005135107
blender_2,49_recurse;045;3,904861167
blender_2,49_recurse;046;3,981712699
blender_2,49_recurse;047;4,053327515
blender_2,49_recurse;048;4,079123639
blender_2,49_recurse;049;3,967004968
blender_2,49_recurse;050;3,959673973
blender_2,49_recurse;051;3,962020659
blender_2,49_recurse;052;12,858302181
blender_2,49_recurse;053;3,410137177
blender_2,49_recurse;054;4,06676894
blender_2,49_recurse;055;4,147247547
blender_2,49_recurse;056;3,97991381
blender_2,49_recurse;057;3,514473102
blender_2,49_recurse;058;4,209801067
blender_2,49_recurse;059;4,174209354
blender_2,49_recurse;060;4,253090424
blender_2,49_recurse;061;4,196972001
blender_2,49_recurse;062;4,48677968
blender_2,49_recurse;063;3,517264228
blender_2,49_recurse;064;4,434852518
blender_2,49_recurse;065;4,682571557
blender_2,49_recurse;066;4,537006995
blender_2,49_recurse;067;4,631716107
blender_2,49_recurse;068;4,636406117
blender_2,49_recurse;069;4,400358424
blender_2,49_recurse;070;4,406540775
blender_2,49_recurse;071;4,494874728
blender_2,49_recurse;072;4,75442775
blender_2,49_recurse;073;4,629998958
blender_2,49_recurse;074;4,559825004
blender_2,49_recurse;075;4,63752932
blender_2,49_recurse;076;3,830548604
blender_2,49_recurse;077;3,956047611
blender_2,49_recurse;078;4,754311165
blender_2,49_recurse;079;4,629202918
blender_2,49_recurse;080;4,848047859
blender_2,49_recurse;081;4,841682736
blender_2,49_recurse;082;4,810696036
blender_2,49_recurse;083;5,022579376
blender_2,49_recurse;084;4,907381606
blender_2,49_recurse;085;5,182888662
blender_2,49_recurse;086;5,137295124
blender_2,49_recurse;087;5,352894067
blender_2,49_recurse;088;5,003406163
blender_2,49_recurse;089;5,063729421
blender_2,49_recurse;090;5,069413411
blender_2,49_recurse;091;4,736042799
blender_2,49_recurse;092;5,279329633
blender_2,49_recurse;093;5,267959118
blender_2,49_recurse;094;4,538292912
blender_2,49_recurse;095;5,070475206
blender_2,49_recurse;096;5,739277849
blender_2,49_recurse;097;5,699844845
blender_2,49_recurse;098;5,610773498
blender_2,49_recurse;099;5,31732718
blender_2,49_recurse;100;5,64374152
blender_2,49_recurse;101;4,506351714
blender_2,49_recurse;102;5,207004964
blender_2,49_recurse;103;5,346105648
blender_2,49_recurse;104;4,488832401
blender_2,49_recurse;105;5,958756618
blender_2,49_recurse;106;5,784546672
blender_2,49_recurse;107;5,88032643
blender_2,49_recurse;108;5,480050027
blender_2,49_recurse;109;5,055238625
blender_2,49_recurse;110;5,468896916
blender_2,49_recurse;111;5,778944462
blender_2,49_recurse;112;5,941094525
blender_2,49_recurse;113;4,76083221
blender_2,49_recurse;114;5,044491384
blender_2,49_recurse;115;4,877752733
blender_2,49_recurse;116;5,328927969
blender_2,49_recurse;117;6,027174335
blender_2,49_recurse;118;6,419581874
blender_2,49_recurse;119;5,916179865
blender_2,59;001;172,620209409
blender_2,59;002;90,496369619
blender_2,59;003;62,014155045
blender_2,59;004;50,277365906
blender_2,59;005;40,547327004
blender_2,59;006;36,971706716
blender_2,59;007;32,879004853
blender_2,59;008;33,237432139
blender_2,59;009;28,681761893
blender_2,59;010;27,317334355
blender_2,59;011;23,38700291
blender_2,59;012;21,051539975
blender_2,59;013;20,145584651
blender_2,59;014;19,547961793
blender_2,59;015;19,830547798
blender_2,59;016;19,781588481
blender_2,59;017;19,895052098
blender_2,59;018;19,374369014
blender_2,59;019;18,798936696
blender_2,59;020;18,627325183
blender_2,59;021;18,832250163
blender_2,59;022;18,351477535
blender_2,59;023;13,524291983
blender_2,59;024;16,906097006
blender_2,59;025;16,027216044
blender_2,59;026;12,374468288
blender_2,59;027;11,404353942
blender_2,59;028;14,558466773
blender_2,59;029;15,648656838
blender_2,59;030;14,134786994
blender_2,59;031;10,606224733
blender_2,59;032;14,457278142
blender_2,59;033;14,810253226
blender_2,59;034;13,490708131
blender_2,59;035;14,387557127
blender_2,59;036;13,098087859
blender_2,59;037;13,704917138
blender_2,59;038;10,02196976
blender_2,59;039;14,637784918
blender_2,59;040;11,079844757
blender_2,59;041;13,436435794
blender_2,59;042;14,576178161
blender_2,59;043;14,250605349
blender_2,59;044;14,534014431
blender_2,59;045;14,472952805
blender_2,59;046;12,106411473
blender_2,59;047;15,692638319
blender_2,59;048;12,429894785
blender_2,59;049;16,693520307
blender_2,59;050;17,06066986
blender_2,59;051;17,976657233
blender_2,59;052;16,628455257
blender_2,59;053;17,245514859
blender_2,59;054;16,904300864
blender_2,59;055;18,597315034
blender_2,59;056;17,320377447
blender_2,59;057;18,602798811
blender_2,59;058;20,043178642
blender_2,59;059;19,348154363
blender_2,59;060;19,300937175
blender_2,59;061;19,788143083
blender_2,59;062;17,760117038
blender_2,59;063;22,697456839
blender_2,59;064;20,804847625
blender_2,59;065;20,478917762
blender_2,59;066;21,313458141
blender_2,59;067;21,583210025
blender_2,59;068;21,350297426
blender_2,59;069;22,754696695
blender_2,59;070;22,918409292
blender_2,59;071;22,976339283
blender_2,59;072;19,701887772
blender_2,59;073;27,860133736
blender_2,59;074;24,796453824
blender_2,59;075;26,408818811
blender_2,59;076;25,291335803
blender_2,59;077;24,358601959
blender_2,59;078;25,211938236
blender_2,59;079;26,488115354
blender_2,59;080;24,932247925
blender_2,59;081;25,599921355
blender_2,59;082;24,136897136
blender_2,59;083;26,034157476
blender_2,59;084;26,374328996
blender_2,59;085;27,521809417
blender_2,59;086;27,400754148
blender_2,59;087;30,500931255
blender_2,59;088;29,568394207
